Name,Father Name,Sex,Date of Birth,Passport No,Nationality,Height (cm),Weight (kg),BP (mmHg),Pulse,Eyes,Chest,Abdomen,Hernia,Varicose Veins,Skin,CNS,Respiratory System,Cardiovascular System,Liver,Spleen,Urine - Albumin,Urine - Sugar,Hemoglobin (g/dl),WBC (10^9/L),RBC (10^12/L),Hepatitis B,Hepatitis C,HIV,VDRL,TPHA,Radiology,Fitness Status
Ali,Ashraf,,10/11/1999,PK865109,Pakistani,,55.2,140/90,91.1,Normal,Abnormal,Normal,No Hernia,Swollen,Clear,Normal,Clear,Murmur,Enlarged,Normal,Negative,Negative,12.6,4.6,4.9,Non-Reactive,Non-Reactive,Positive,Reactive,Reactive,CLEAR,FIT
Imran,Rauf,,4/12/1985,PK155825,Pakistani,150.5,87.8,130/85,98.1,,Abnormal,Normal,Minor Hernia,,Clear,Abnormal,Blocked,Normal,Normal,Normal,Negative,Negative,12.3,4.7,5.3,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,FIT
Khan,Noman,Male,11/1/2003,PK447629,Pakistani,170.7,73.7,140/90,83.6,Normal,Normal,Abnormal,No Hernia,,Rashes,Normal,Blocked,Murmur,Normal,Enlarged,Positive,Positive,16.9,5.4,5.2,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,
Imran,Rauf,Female,5/14/1981,PK657241,Pakistani,185.3,49.1,140/90,,Normal,Abnormal,Normal,No Hernia,Normal,Clear,Normal,Clear,Normal,Enlarged,Enlarged,Positive,Positive,16.6,7.5,4.6,Non-Reactive,,Positive,Reactive,Reactive,Abnormal,UNFIT
Imran,Noman,Male,4/6/1993,PK398512,Pakistani,181.1,94.8,110/70,70.6,Weak,Normal,Normal,No Hernia,Swollen,Clear,Abnormal,Blocked,Normal,Normal,Normal,Positive,Negative,13.9,6.8,5.8,Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,Abnormal,UNFIT
Imran,Noman,Male,10/3/1996,PK972189,Pakistani,163.8,70.1,130/85,78.1,Normal,Normal,Abnormal,Minor Hernia,Normal,Clear,Abnormal,Clear,,Normal,Enlarged,Positive,Negative,12.3,10.2,4.2,Non-Reactive,Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Zain,Rauf,Female,1/1/2003,PK401056,Pakistani,184.5,83,130/85,73.8,Weak,Abnormal,,Minor Hernia,,Clear,Normal,Clear,Murmur,Normal,Enlarged,Negative,Negative,13,7.5,4.6,Reactive,Non-Reactive,Negative,Reactive,,Abnormal,UNFIT
Khan,Ashraf,Male,3/20/1991,PK377303,Pakistani,175,,,87.8,Normal,Abnormal,Normal,Minor Hernia,Swollen,Clear,Abnormal,Blocked,Murmur,Enlarged,Normal,Negative,Positive,15.8,10.6,5.4,Non-Reactive,Reactive,Negative,Non-Reactive,Reactive,CLEAR,FIT
Khan,Noman,Female,6/25/1999,PK439128,Pakistani,178,80.7,130/85,69.2,,Abnormal,Abnormal,No Hernia,Swollen,Rashes,Abnormal,Clear,Murmur,Normal,Enlarged,Positive,Negative,13.2,7.5,5.1,Reactive,Reactive,Positive,,Non-Reactive,CLEAR,UNFIT
Ahmed,Rauf,Female,3/6/2003,,Pakistani,169.1,52.4,120/80,66.3,Weak,Abnormal,Abnormal,Minor Hernia,Swollen,Clear,Abnormal,Blocked,Normal,Enlarged,Normal,Negative,Negative,13.7,7.7,4.6,Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Ahmed,Iqbal,Female,12/31/2002,PK592276,Pakistani,177,71.9,110/70,80.3,,Abnormal,Normal,No Hernia,Swollen,Clear,Abnormal,Clear,Murmur,Enlarged,Normal,Positive,Positive,16.5,8.7,4.7,Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,,UNFIT
Khan,Iqbal,Male,11/21/1990,PK250895,Pakistani,173.7,61.9,130/85,60.2,Normal,,Abnormal,No Hernia,Normal,Rashes,Normal,Blocked,Normal,,Normal,Positive,Negative,12.1,8.3,4.7,Non-Reactive,Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Imran,Iqbal,Female,6/5/1990,PK152481,Pakistani,185.5,52.7,110/70,60.6,Normal,Normal,Normal,No Hernia,Normal,Rashes,Abnormal,Clear,Normal,Enlarged,Normal,Negative,Negative,12.3,5.3,5.6,Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,CLEAR,FIT
Ali,Noman,Male,2/8/1981,PK217868,Pakistani,152.4,49.6,130/85,,Normal,Abnormal,Normal,No Hernia,Swollen,Clear,Normal,Blocked,Murmur,Enlarged,Enlarged,Positive,Positive,16,4.2,5.6,Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,CLEAR,UNFIT
Ali,Ashraf,Female,12/29/1983,PK995306,Pakistani,176.8,,110/70,86.7,Normal,Normal,Abnormal,No Hernia,Swollen,Rashes,Abnormal,Blocked,Normal,Enlarged,Normal,Positive,Positive,15.1,7.6,4.9,Non-Reactive,Reactive,Negative,Reactive,Reactive,Abnormal,FIT
Khan,Rauf,Female,7/26/1993,PK207219,Pakistani,162.4,77.6,130/85,72.7,Weak,,Abnormal,No Hernia,Swollen,Rashes,Abnormal,Clear,Murmur,Enlarged,Enlarged,Negative,Positive,16.6,8.6,4.2,Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,Rauf,Male,8/17/1982,PK963410,Pakistani,176.9,60.6,120/80,85.1,Normal,Abnormal,Abnormal,No Hernia,Normal,Clear,Normal,Clear,,Enlarged,Normal,Positive,Positive,18,4.1,5.3,Reactive,Reactive,,Non-Reactive,Reactive,Abnormal,FIT
Khan,Iqbal,Male,3/31/1995,PK600897,Pakistani,155.8,65.4,140/90,60.2,Weak,Abnormal,Normal,,Swollen,Rashes,Abnormal,Clear,Murmur,Enlarged,Enlarged,Negative,,13,,5.3,,Reactive,Negative,Reactive,Non-Reactive,Abnormal,FIT
Ali,Ashraf,Male,6/3/1989,PK622288,Pakistani,161.2,88.9,130/85,97.7,,Abnormal,Abnormal,Minor Hernia,Normal,Clear,Abnormal,Clear,Murmur,Enlarged,Enlarged,Negative,Positive,15.6,5.1,5.9,Reactive,Reactive,Positive,Non-Reactive,Reactive,CLEAR,UNFIT
Ahmed,Rashid,Female,6/8/2002,PK613518,Pakistani,169.4,83,140/90,89,Weak,Normal,Normal,Minor Hernia,Normal,Clear,Normal,Clear,Normal,Normal,Normal,Negative,Positive,15.7,10.7,5.9,Non-Reactive,Reactive,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
Imran,Ashraf,Female,4/5/1990,PK521300,Pakistani,184,92,140/90,93.7,Normal,Normal,Abnormal,Minor Hernia,Normal,Clear,Normal,Blocked,Normal,Normal,Normal,Negative,Negative,12.3,4.1,,Non-Reactive,Reactive,Negative,Reactive,Reactive,,UNFIT
Ahmed,Iqbal,Male,4/10/1987,PK941869,Pakistani,153.9,,120/80,83.6,Normal,Normal,Abnormal,Minor Hernia,Swollen,Clear,Normal,Clear,Murmur,Normal,Enlarged,Positive,Negative,16.3,6.7,5.6,Non-Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Imran,Noman,Male,12/13/1987,PK314913,Pakistani,183.4,62.2,140/90,64.7,Weak,Normal,Normal,No Hernia,Normal,,Abnormal,Clear,Normal,Enlarged,Enlarged,Positive,Negative,12.1,10.3,4.1,Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,CLEAR,FIT
Imran,Ashraf,Female,3/2/1989,PK354511,Pakistani,,62.2,110/70,93.8,Normal,Abnormal,Normal,Minor Hernia,Swollen,Clear,Normal,Clear,Murmur,Enlarged,,Positive,Positive,16.3,8.2,5.4,Non-Reactive,Reactive,Positive,Non-Reactive,,CLEAR,FIT
Ahmed,Rauf,Female,10/1/1981,PK188010,Pakistani,174.2,89.3,130/85,78,Normal,Abnormal,,Minor Hernia,Swollen,Rashes,Normal,Clear,Murmur,Enlarged,Enlarged,Negative,Negative,16.4,7.1,4.8,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Zain,Iqbal,Male,12/30/1999,PK796771,Pakistani,175.3,56,140/90,87.4,Weak,Normal,Abnormal,,Swollen,Rashes,Normal,Clear,Murmur,Enlarged,Normal,Negative,Positive,16.9,5.9,4.5,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,FIT
Zain,,Male,7/26/1996,PK573450,Pakistani,184.9,78.3,110/70,60.9,Normal,Normal,Normal,Minor Hernia,Normal,Rashes,Abnormal,Blocked,Normal,Normal,Normal,Negative,Negative,16.8,4.7,4.2,Reactive,,Positive,Non-Reactive,Reactive,Abnormal,UNFIT
Ali,Ashraf,Male,2/27/1980,PK641714,Pakistani,184,69.3,140/90,76,Normal,Abnormal,Abnormal,No Hernia,Swollen,Clear,,Blocked,Normal,Normal,Normal,Positive,Negative,,7.2,5.2,Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,UNFIT
Khan,Ashraf,Female,2/15/1983,PK860969,Pakistani,169.9,80.6,120/80,95.9,Weak,Abnormal,Abnormal,No Hernia,Normal,Rashes,,Clear,Normal,Enlarged,Enlarged,Negative,Positive,15.5,5.8,4.8,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,FIT
Ahmed,Ashraf,Female,3/22/1986,PK800880,Pakistani,174.9,,130/85,98.6,Normal,Abnormal,Normal,No Hernia,Swollen,Clear,Normal,Clear,Normal,Normal,Enlarged,Negative,Negative,15.3,5.3,4.4,Reactive,,Positive,Non-Reactive,Reactive,CLEAR,FIT
Khan,Rashid,Female,2/1/2002,PK925596,Pakistani,170,81.5,120/80,65.6,Weak,Abnormal,Abnormal,No Hernia,Swollen,Clear,Abnormal,Clear,Murmur,Enlarged,Enlarged,Negative,Negative,15.7,6.8,4.9,Non-Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,
Ahmed,Noman,Male,9/13/2002,PK123848,Pakistani,156.5,71.4,120/80,94.3,Normal,Normal,Abnormal,No Hernia,,Rashes,Abnormal,Clear,Murmur,Enlarged,Normal,Negative,,17.8,10.6,4.1,Non-Reactive,Reactive,Negative,Non-Reactive,,Abnormal,FIT
Ali,Noman,Female,11/21/2003,PK904868,Pakistani,183.3,63.7,110/70,70.2,Weak,Abnormal,,,Swollen,Rashes,Normal,Blocked,Normal,Normal,Normal,Positive,Negative,12.4,10.7,4.1,Non-Reactive,Reactive,Negative,Non-Reactive,Reactive,CLEAR,FIT
Khan,Rauf,Male,3/30/1984,PK193692,Pakistani,153.3,46.3,140/90,74.4,Weak,Abnormal,Normal,No Hernia,Swollen,Rashes,Normal,,Normal,Normal,,Negative,Negative,12.8,8.3,5.3,Non-Reactive,Reactive,Positive,Reactive,Reactive,CLEAR,
Imran,Ashraf,Female,4/30/1986,,Pakistani,177.6,,140/90,99,Normal,Abnormal,Abnormal,Minor Hernia,Normal,Clear,Normal,Clear,Normal,Normal,Enlarged,Positive,Positive,,7,4.3,Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Imran,Iqbal,Female,8/26/1982,PK472908,Pakistani,188.3,81.1,110/70,93.5,Normal,Normal,Normal,Minor Hernia,Swollen,Rashes,Normal,Clear,Normal,Enlarged,Normal,Positive,Negative,17.6,10.3,5.5,Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Khan,Rauf,Female,1/5/1986,PK371110,Pakistani,182.9,69,110/70,79.8,Weak,Normal,Abnormal,No Hernia,Normal,Clear,Normal,Clear,Normal,,Enlarged,Positive,Positive,14.9,10.5,5.4,Reactive,Reactive,Positive,Reactive,Non-Reactive,Abnormal,UNFIT
,Noman,Female,,PK271134,Pakistani,156.7,83,130/85,89,Normal,Normal,Normal,No Hernia,Normal,Rashes,Abnormal,Clear,Murmur,,Normal,,Negative,17.6,7.1,5.2,Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Khan,,,3/6/1982,,Pakistani,161.2,87.1,130/85,74.9,Normal,Abnormal,Abnormal,No Hernia,Normal,Rashes,Normal,Blocked,Normal,Normal,Normal,Negative,Positive,13.5,5.9,4.5,,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Ali,Rauf,Female,1/25/1989,PK539416,Pakistani,158.2,48.9,110/70,99.8,Weak,Abnormal,Normal,,Swollen,Rashes,Abnormal,Clear,Normal,Normal,Normal,Negative,Positive,14.6,7,5,Non-Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,CLEAR,FIT
Zain,Iqbal,Male,7/24/1998,PK521348,Pakistani,156.4,72.9,120/80,67.5,Normal,Normal,Abnormal,No Hernia,Swollen,Rashes,Normal,Clear,Murmur,Normal,Enlarged,Positive,Positive,14.7,,4.9,Reactive,Reactive,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
Imran,Rashid,Female,6/18/1981,PK843972,Pakistani,184.8,66.7,110/70,61.5,Normal,Normal,Normal,Minor Hernia,Swollen,Rashes,Normal,,Normal,Enlarged,Enlarged,Negative,Positive,12.6,6.6,5.4,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,,FIT
,Noman,Female,2/14/1986,PK977029,Pakistani,173.9,72.8,120/80,62.2,Normal,Abnormal,Abnormal,Minor Hernia,Normal,,Abnormal,,Normal,Normal,Enlarged,Positive,Positive,17.5,8.3,4,Non-Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,UNFIT
Zain,Iqbal,Female,1/7/1994,PK527836,Pakistani,150.4,52.8,140/90,61.8,Normal,Normal,Normal,No Hernia,Swollen,Clear,Abnormal,Blocked,Murmur,Normal,Normal,,Positive,15.1,6.1,5,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Ahmed,Rauf,Female,9/29/1997,PK420818,Pakistani,153.9,69.9,110/70,88.7,Weak,Abnormal,Normal,No Hernia,Swollen,Clear,Normal,Clear,Normal,Normal,Normal,Negative,Negative,16.7,8.9,4.9,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,Abnormal,FIT
Ahmed,Iqbal,Male,10/14/1997,PK180606,Pakistani,159.9,77.1,120/80,65.9,Normal,Abnormal,Abnormal,No Hernia,,Clear,Normal,Clear,,Normal,Normal,Positive,Positive,15.3,9.9,4,,Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,FIT
Ahmed,,Male,2/8/2001,PK320917,Pakistani,152.2,50.4,120/80,90,Weak,Abnormal,Normal,Minor Hernia,Swollen,Clear,,Blocked,Murmur,Normal,Normal,Positive,Negative,,8.6,4.7,Non-Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,
Zain,Iqbal,Male,9/24/1998,PK887950,Pakistani,177.5,45.1,110/70,98.4,Weak,Abnormal,Normal,Minor Hernia,Swollen,Clear,,Blocked,Murmur,Enlarged,Normal,Negative,Positive,15.5,7.9,5.7,Non-Reactive,Reactive,Negative,Reactive,Reactive,Abnormal,FIT
Zain,Iqbal,Male,4/5/2001,PK970654,Pakistani,167.8,68.3,140/90,79.6,Normal,Normal,Normal,Minor Hernia,Normal,Rashes,Abnormal,Blocked,Murmur,Enlarged,Normal,Positive,Positive,12.8,5.7,5.6,Non-Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,Abnormal,FIT
Zain,Rashid,Female,6/9/1982,PK991973,Pakistani,159.8,61.5,120/80,84.2,,Normal,Normal,Minor Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Enlarged,Normal,Negative,Positive,18,8,5.4,Non-Reactive,Reactive,Positive,Reactive,Non-Reactive,CLEAR,FIT
Ahmed,Rauf,Female,3/5/1981,PK367000,Pakistani,185.9,82.6,130/85,63.9,Normal,,Abnormal,No Hernia,Normal,Rashes,Abnormal,Clear,Murmur,Enlarged,Enlarged,Positive,Negative,15.3,,4.4,Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,FIT
Ali,Ashraf,Female,,PK333374,Pakistani,182.5,68.6,140/90,83,Normal,Abnormal,Abnormal,Minor Hernia,Swollen,Clear,Normal,Blocked,Normal,Enlarged,Enlarged,Positive,Positive,13.3,10.9,5.7,Non-Reactive,Non-Reactive,Negative,,Non-Reactive,Abnormal,UNFIT
Zain,Rauf,Female,2/7/2003,PK824910,Pakistani,158.9,72.7,140/90,68.7,Weak,Abnormal,Normal,No Hernia,Swollen,Clear,Normal,,Murmur,Normal,,Positive,Positive,12.3,7.4,6,,,Negative,Reactive,Non-Reactive,CLEAR,FIT
Zain,Rashid,Female,5/17/2002,PK802949,Pakistani,152.6,51.9,,91.2,Weak,Abnormal,Abnormal,No Hernia,Normal,Clear,Abnormal,Clear,Normal,Enlarged,Enlarged,Negative,Negative,15.7,8.7,4.8,Non-Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,FIT
Ali,Rashid,Female,6/5/1987,PK579585,Pakistani,156.1,87.1,140/90,72.3,Weak,Normal,Normal,No Hernia,Normal,,Abnormal,,,Normal,Normal,Negative,Negative,17.4,4.8,4.7,Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,Rashid,Male,7/29/1991,PK446712,Pakistani,179.4,45.9,120/80,71.5,Weak,Normal,Normal,No Hernia,Normal,Rashes,Abnormal,Blocked,Normal,Normal,Normal,Negative,Positive,15.3,6.3,4.4,Reactive,Reactive,Negative,Reactive,Non-Reactive,CLEAR,FIT
Imran,Ashraf,Male,7/18/1980,PK862889,Pakistani,158.9,84.8,110/70,85.6,Normal,Normal,Abnormal,No Hernia,Swollen,Rashes,Normal,Clear,Murmur,Normal,Enlarged,Negative,Negative,16.7,10.7,5.7,Reactive,,Negative,Non-Reactive,Reactive,Abnormal,UNFIT
Imran,Ashraf,Female,4/4/1984,PK200625,Pakistani,181.2,85.7,140/90,94.3,Weak,Abnormal,Abnormal,Minor Hernia,Normal,Clear,Normal,Blocked,Normal,Normal,Enlarged,Positive,Positive,16.7,6.1,4.6,Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,FIT
Zain,Iqbal,Male,4/19/1990,PK770765,Pakistani,154.8,93,110/70,70.1,Weak,Abnormal,Normal,Minor Hernia,Normal,Rashes,Normal,Blocked,,Enlarged,Normal,Negative,Positive,16.9,7.6,4.8,Reactive,Non-Reactive,Positive,,Non-Reactive,,UNFIT
Khan,Rauf,Male,5/4/1985,PK794651,Pakistani,188.4,50.4,120/80,62.5,Normal,Normal,,Minor Hernia,Swollen,Clear,Normal,Blocked,Murmur,Enlarged,Normal,Positive,Negative,14.2,10,6,Non-Reactive,Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Ali,Iqbal,Female,1/9/1992,PK921374,Pakistani,175.6,67.1,130/85,68.8,,Abnormal,Normal,,Swollen,,Abnormal,Clear,Normal,Normal,Enlarged,Positive,Positive,17.7,10.1,4.7,Non-Reactive,Reactive,Positive,Reactive,Reactive,CLEAR,UNFIT
Zain,Noman,Female,9/30/1997,PK374636,Pakistani,156,88.1,120/80,73.7,Weak,Abnormal,Abnormal,Minor Hernia,Normal,Rashes,Normal,Clear,Normal,Enlarged,,Negative,Negative,13.7,,4.9,Non-Reactive,Reactive,Negative,Non-Reactive,Reactive,Abnormal,FIT
Imran,Ashraf,Male,,PK232169,Pakistani,157.2,93.8,110/70,96.1,Normal,Normal,Normal,Minor Hernia,Normal,Clear,Abnormal,Blocked,Murmur,Enlarged,Normal,Positive,Positive,12.3,5.6,4.7,,Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Ali,Iqbal,Male,8/12/1992,PK746920,Pakistani,187,49.8,120/80,96.2,Normal,,Abnormal,No Hernia,Swollen,Clear,Normal,Clear,Murmur,Normal,Normal,Positive,,17.1,6.7,5.9,Non-Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,FIT
Zain,Rashid,Male,3/27/1993,PK460787,Pakistani,158.6,45.2,120/80,96.8,Normal,Abnormal,Abnormal,No Hernia,Swollen,Clear,Abnormal,Clear,Normal,Enlarged,Normal,Negative,Negative,,6.9,5.7,Non-Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,FIT
Ali,Ashraf,Female,5/2/1993,PK717965,Pakistani,152.1,67.2,140/90,82,Weak,Normal,Normal,No Hernia,Swollen,Rashes,Normal,Blocked,Normal,Normal,Normal,Negative,Positive,16.1,5.7,5.2,Non-Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,UNFIT
Ahmed,Ashraf,Male,8/24/1996,PK668058,Pakistani,186.8,94.7,120/80,78.7,Normal,Abnormal,Normal,Minor Hernia,Normal,Clear,Abnormal,Clear,Murmur,Normal,Enlarged,Negative,Positive,18,10.6,4.8,Reactive,Reactive,Positive,,Reactive,CLEAR,UNFIT
Khan,Iqbal,Male,3/16/1985,PK212709,Pakistani,159.7,81.8,120/80,84.9,Normal,Abnormal,Normal,Minor Hernia,Swollen,Rashes,Abnormal,Clear,Murmur,Normal,Enlarged,Positive,,12.5,4.9,4.7,Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,CLEAR,UNFIT
Khan,Rashid,Male,7/26/2003,PK258039,Pakistani,158.9,77.9,110/70,74.6,Weak,Normal,Normal,No Hernia,Normal,Clear,Normal,Clear,Normal,Normal,Normal,Positive,Negative,15,7.8,4.9,,Non-Reactive,Positive,Reactive,Reactive,Abnormal,FIT
Khan,Rashid,Male,9/27/2002,PK619615,Pakistani,176,67.5,120/80,77.1,Normal,Normal,Abnormal,No Hernia,Normal,Clear,Normal,Blocked,Murmur,Normal,Enlarged,Negative,Positive,16.8,9.7,4.8,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,CLEAR,UNFIT
Imran,Rashid,Male,6/8/1981,PK555068,Pakistani,170.3,77.5,130/85,85.7,Normal,Normal,Normal,Minor Hernia,Normal,Rashes,Normal,Blocked,Murmur,Normal,,Positive,Negative,16.1,5.4,5.7,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
Khan,,Female,12/28/1989,PK665372,Pakistani,177.5,71.8,120/80,94.3,Weak,Normal,Normal,No Hernia,Normal,Clear,Normal,Clear,Normal,Enlarged,Enlarged,Negative,Positive,18,9.5,4.8,Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Imran,Ashraf,Female,11/30/1990,PK943649,Pakistani,172.6,65.5,130/85,70.6,Normal,Abnormal,Normal,No Hernia,Normal,Rashes,Abnormal,Clear,Murmur,Enlarged,Normal,Positive,,16.3,7.6,5.1,Reactive,Non-Reactive,Positive,Reactive,Reactive,Abnormal,UNFIT
Ali,Rauf,Female,7/7/2000,PK562439,Pakistani,173.8,49.5,110/70,74.5,Normal,Abnormal,Normal,No Hernia,Normal,Rashes,Abnormal,Blocked,Murmur,Enlarged,Enlarged,Positive,Negative,17.1,4.2,5.8,Non-Reactive,,Negative,Reactive,Non-Reactive,CLEAR,UNFIT
Ali,Noman,Female,6/1/1993,PK501367,Pakistani,160.6,93.9,,70.9,Weak,Normal,Normal,No Hernia,Normal,Rashes,Abnormal,Blocked,Normal,Normal,Enlarged,Positive,Positive,12,6.7,,Non-Reactive,Non-Reactive,Negative,,Non-Reactive,CLEAR,UNFIT
Khan,Noman,Female,9/19/1993,PK731925,Pakistani,177.6,66.7,130/85,90.8,,Normal,Abnormal,Minor Hernia,Swollen,Clear,Abnormal,Blocked,Murmur,Normal,Enlarged,Negative,Negative,13.7,9.5,5.4,Non-Reactive,Reactive,Positive,Non-Reactive,Reactive,CLEAR,FIT
Ali,Ashraf,Female,4/2/1993,PK951309,Pakistani,168.3,55.2,140/90,96.3,Weak,Abnormal,Normal,Minor Hernia,Swollen,Clear,Abnormal,Blocked,Murmur,Enlarged,Normal,Positive,Positive,13,9,4.4,Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,UNFIT
Zain,Iqbal,Female,10/25/1991,,Pakistani,165.8,52.2,110/70,65.1,Normal,Normal,Normal,Minor Hernia,Swollen,,Abnormal,Blocked,Murmur,,Normal,Positive,Negative,12.9,6.9,4.9,Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Imran,Rashid,Female,9/24/1992,PK895053,Pakistani,154.7,84.9,130/85,87,Weak,Abnormal,Abnormal,No Hernia,Normal,Rashes,Abnormal,Clear,Normal,Enlarged,Enlarged,Positive,Positive,15.4,6.8,5.4,Non-Reactive,Reactive,Negative,Non-Reactive,Reactive,Abnormal,FIT
Khan,Ashraf,Male,12/13/2002,PK626924,Pakistani,159.6,71.7,120/80,76.7,Normal,Abnormal,Normal,Minor Hernia,Swollen,,Normal,Clear,,Normal,Enlarged,Positive,Negative,15.6,7.9,5.3,Reactive,Reactive,Positive,Non-Reactive,Reactive,CLEAR,FIT
Ali,Noman,Female,3/23/1987,PK407729,Pakistani,153.6,64.9,110/70,66.2,Normal,Abnormal,Normal,Minor Hernia,Normal,Clear,Normal,Blocked,Normal,Normal,Normal,Positive,Positive,15.3,10.6,4.1,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,FIT
,Ashraf,Male,11/28/1981,PK506124,Pakistani,167.3,61.7,110/70,98.2,Normal,Normal,,Minor Hernia,Normal,Rashes,Normal,Clear,Murmur,Normal,Enlarged,Negative,,14.8,7,4.8,Reactive,Reactive,Negative,Non-Reactive,Reactive,CLEAR,FIT
Ali,Rauf,Female,11/23/1980,PK553786,Pakistani,175.3,,140/90,75.8,Weak,,Normal,No Hernia,Normal,Rashes,Normal,Clear,Murmur,Enlarged,Enlarged,Negative,Positive,15,5.9,,Reactive,,Positive,Reactive,,Abnormal,FIT
Ali,Ashraf,Female,1/3/1998,PK235242,Pakistani,159.8,81.9,140/90,95.8,Normal,Abnormal,Normal,Minor Hernia,Swollen,Rashes,Abnormal,Clear,Normal,Enlarged,Normal,Negative,Positive,13.2,6.9,5,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,FIT
Ali,Rashid,Female,9/17/1990,PK448646,Pakistani,165,82.5,140/90,96.9,Weak,Normal,Abnormal,Minor Hernia,Normal,Rashes,Normal,Clear,Normal,Normal,Enlarged,Positive,Positive,16.4,8.3,4.5,Non-Reactive,Reactive,Positive,Non-Reactive,Reactive,CLEAR,FIT
Khan,Iqbal,Male,6/15/2001,PK158729,Pakistani,,46.5,120/80,95.6,Normal,Normal,Abnormal,No Hernia,Normal,Rashes,Abnormal,Clear,Murmur,Normal,Enlarged,Negative,Positive,12.9,5.1,5.1,Non-Reactive,Reactive,Positive,Reactive,Reactive,,UNFIT
Khan,Iqbal,Male,10/2/1982,PK798320,Pakistani,151.7,46.3,130/85,97.3,Normal,Normal,Normal,No Hernia,Normal,,Abnormal,Blocked,Normal,Normal,Normal,Negative,Positive,17.7,6.5,5.6,,Non-Reactive,Positive,,Reactive,Abnormal,FIT
Zain,Ashraf,Male,11/6/1995,PK669682,Pakistani,177,84.1,130/85,70,Normal,Normal,Normal,Minor Hernia,Normal,Rashes,Normal,Blocked,Murmur,Normal,Normal,Positive,Negative,14.7,10.4,4.7,Non-Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,FIT
Khan,Rashid,Female,6/14/1999,PK528201,Pakistani,153.7,58.8,130/85,94.7,Normal,Normal,Normal,No Hernia,Normal,Clear,Normal,Clear,Murmur,Normal,Enlarged,Negative,Positive,16.5,4.2,5.7,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,FIT
